"statefips","countyfips","countyns10","geoid10","name","namelsad10","boundingbox","corner_sw","corner_nw","corner_ne","corner_se","corner_wtf","extentn","extents","extente","extentw"
"45","015","01247985","45015","Berkeley","Berkeley County","POLYGON((-80.361851 32.818777,-80.361851 33.507172,-79.44652 33.507172,-79.44652 32.818777,-80.361851 32.818777))","32.818777,-80.361851","33.507172,-80.361851","33.507172,-79.44652","32.818777,-79.44652","32.818777,-80.361851","33.507172","32.818777","-79.44652","-80.361851"
"45","017","01247986","45017","Calhoun","Calhoun County","POLYGON((-81.060499 33.466006,-81.060499 33.88008,-80.496273 33.88008,-80.496273 33.466006,-81.060499 33.466006))","33.466006,-81.060499","33.88008,-81.060499","33.88008,-80.496273","33.466006,-80.496273","33.466006,-81.060499","33.88008","33.466006","-80.496273","-81.060499"
"45","019","01252740","45019","Charleston","Charleston County","POLYGON((-80.45363 32.482565,-80.45363 33.215136,-79.26183 33.215136,-79.26183 32.482565,-80.45363 32.482565))","32.482565,-80.45363","33.215136,-80.45363","33.215136,-79.26183","32.482565,-79.26183","32.482565,-80.45363","33.215136","32.482565","-79.26183","-80.45363"
"45","021","01247987","45021","Cherokee","Cherokee County","POLYGON((-81.874433 34.83928,-81.874433 35.184113,-81.366597 35.184113,-81.366597 34.83928,-81.874433 34.83928))","34.83928,-81.874433","35.184113,-81.874433","35.184113,-81.366597","34.83928,-81.366597","34.83928,-81.874433","35.184113","34.83928","-81.366597","-81.874433"
"45","023","01247988","45023","Chester","Chester County","POLYGON((-81.488275 34.543146,-81.488275 34.822342,-80.859591 34.822342,-80.859591 34.543146,-81.488275 34.543146))","34.543146,-81.488275","34.822342,-81.488275","34.822342,-80.859591","34.543146,-80.859591","34.543146,-81.488275","34.822342","34.543146","-80.859591","-81.488275"
"45","025","01247989","45025","Chesterfield","Chesterfield County","POLYGON((-80.564088 34.366207,-80.564088 34.817482,-79.777456 34.817482,-79.777456 34.366207,-80.564088 34.366207))","34.366207,-80.564088","34.817482,-80.564088","34.817482,-79.777456","34.366207,-79.777456","34.366207,-80.564088","34.817482","34.366207","-79.777456","-80.564088"
"45","027","01247990","45027","Clarendon","Clarendon County","POLYGON((-80.540514 33.430219,-80.540514 33.946527,-79.87562 33.946527,-79.87562 33.430219,-80.540514 33.430219))","33.430219,-80.540514","33.946527,-80.540514","33.946527,-79.87562","33.430219,-79.87562","33.430219,-80.540514","33.946527","33.430219","-79.87562","-80.540514"
"45","029","01247991","45029","Colleton","Colleton County","POLYGON((-81.082291 32.397589,-81.082291 33.181191,-80.22359 33.181191,-80.22359 32.397589,-81.082291 32.397589))","32.397589,-81.082291","33.181191,-81.082291","33.181191,-80.22359","32.397589,-80.22359","32.397589,-81.082291","33.181191","32.397589","-80.22359","-81.082291"
"45","031","01247992","45031","Darlington","Darlington County","POLYGON((-80.288787 34.085922,-80.288787 34.53522,-79.656731 34.53522,-79.656731 34.085922,-80.288787 34.085922))","34.085922,-80.288787","34.53522,-80.288787","34.53522,-79.656731","34.085922,-79.656731","34.085922,-80.288787","34.53522","34.085922","-79.656731","-80.288787"
"45","033","01247993","45033","Dillon","Dillon County","POLYGON((-79.633413 34.230913,-79.633413 34.621036,-79.071169 34.621036,-79.071169 34.230913,-79.633413 34.230913))","34.230913,-79.633413","34.621036,-79.633413","34.621036,-79.071169","34.230913,-79.071169","34.230913,-79.633413","34.621036","34.230913","-79.071169","-79.633413"
"45","035","01247998","45035","Dorchester","Dorchester County","POLYGON((-80.791968 32.818132,-80.791968 33.334496,-80.079028 33.334496,-80.079028 32.818132,-80.791968 32.818132))","32.818132,-80.791968","33.334496,-80.791968","33.334496,-80.079028","32.818132,-80.079028","32.818132,-80.791968","33.334496","32.818132","-80.079028","-80.791968"
"45","037","01247999","45037","Edgefield","Edgefield County","POLYGON((-82.182987 33.532096,-82.182987 33.976914,-81.651759 33.976914,-81.651759 33.532096,-82.182987 33.532096))","33.532096,-82.182987","33.976914,-82.182987","33.976914,-81.651759","33.532096,-81.651759","33.532096,-82.182987","33.976914","33.532096","-81.651759","-82.182987"
"45","039","01248000","45039","Fairfield","Fairfield County","POLYGON((-81.427545 34.174552,-81.427545 34.572029,-80.769926 34.572029,-80.769926 34.174552,-81.427545 34.174552))","34.174552,-81.427545","34.572029,-81.427545","34.572029,-80.769926","34.174552,-80.769926","34.174552,-81.427545","34.572029","34.174552","-80.769926","-81.427545"
"45","041","01248001","45041","Florence","Florence County","POLYGON((-80.072808 33.775357,-80.072808 34.307585,-79.31378 34.307585,-79.31378 33.775357,-80.072808 33.775357))","33.775357,-80.072808","34.307585,-80.072808","34.307585,-79.31378","33.775357,-79.31378","33.775357,-80.072808","34.307585","33.775357","-79.31378","-80.072808"
"45","043","01248002","45043","Georgetown","Georgetown County","POLYGON((-79.680904 33.049793,-79.680904 33.779878,-78.926763 33.779878,-78.926763 33.049793,-79.680904 33.049793))","33.049793,-79.680904","33.779878,-79.680904","33.779878,-78.926763","33.049793,-78.926763","33.049793,-79.680904","33.779878","33.049793","-78.926763","-79.680904"
"45","045","01245489","45045","Greenville","Greenville County","POLYGON((-82.764464 34.484002,-82.764464 35.21554,-82.146792 35.21554,-82.146792 34.484002,-82.764464 34.484002))","34.484002,-82.764464","35.21554,-82.764464","35.21554,-82.146792","34.484002,-82.146792","34.484002,-82.764464","35.21554","34.484002","-82.146792","-82.764464"
"45","047","01248003","45047","Greenwood","Greenwood County","POLYGON((-82.334234 33.95321,-82.334234 34.409676,-81.868346 34.409676,-81.868346 33.95321,-82.334234 33.95321))","33.95321,-82.334234","34.409676,-82.334234","34.409676,-81.868346","33.95321,-81.868346","33.95321,-82.334234","34.409676","33.95321","-81.868346","-82.334234"
"45","049","01248004","45049","Hampton","Hampton County","POLYGON((-81.427517 32.551083,-81.427517 33.02663,-80.826309 33.02663,-80.826309 32.551083,-81.427517 32.551083))","32.551083,-81.427517","33.02663,-81.427517","33.02663,-80.826309","32.551083,-80.826309","32.551083,-81.427517","33.02663","32.551083","-80.826309","-81.427517"
"45","051","01248005","45051","Horry","Horry County","POLYGON((-79.33911 33.569108,-79.33911 34.299835,-78.499301 34.299835,-78.499301 33.569108,-79.33911 33.569108))","33.569108,-79.33911","34.299835,-79.33911","34.299835,-78.499301","33.569108,-78.499301","33.569108,-79.33911","34.299835","33.569108","-78.499301","-79.33911"
"45","053","01248006","45053","Jasper","Jasper County","POLYGON((-81.28127 32.033454,-81.28127 32.753058,-80.741668 32.753058,-80.741668 32.033454,-81.28127 32.033454))","32.033454,-81.28127","32.753058,-81.28127","32.753058,-80.741668","32.033454,-80.741668","32.033454,-81.28127","32.753058","32.033454","-80.741668","-81.28127"
"45","055","01248007","45055","Kershaw","Kershaw County","POLYGON((-80.879227 34.068972,-80.879227 34.614765,-80.283965 34.614765,-80.283965 34.068972,-80.879227 34.068972))","34.068972,-80.879227","34.614765,-80.879227","34.614765,-80.283965","34.068972,-80.283965","34.068972,-80.879227","34.614765","34.068972","-80.283965","-80.879227"
"45","057","01248008","45057","Lancaster","Lancaster County","POLYGON((-80.909535 34.457776,-80.909535 35.076666,-80.408373 35.076666,-80.408373 34.457776,-80.909535 34.457776))","34.457776,-80.909535","35.076666,-80.909535","35.076666,-80.408373","34.457776,-80.408373","34.457776,-80.909535","35.076666","34.457776","-80.408373","-80.909535"
"45","059","01248009","45059","Laurens","Laurens County","POLYGON((-82.314857 34.203148,-82.314857 34.785554,-81.64354 34.785554,-81.64354 34.203148,-82.314857 34.203148))","34.203148,-82.314857","34.785554,-82.314857","34.785554,-81.64354","34.203148,-81.64354","34.203148,-82.314857","34.785554","34.203148","-81.64354","-82.314857"
"45","061","01245652","45061","Lee","Lee County","POLYGON((-80.481318 33.952002,-80.481318 34.367958,-80.000594 34.367958,-80.000594 33.952002,-80.481318 33.952002))","33.952002,-80.481318","34.367958,-80.481318","34.367958,-80.000594","33.952002,-80.000594","33.952002,-80.481318","34.367958","33.952002","-80.000594","-80.481318"
"45","063","01244251","45063","Lexington","Lexington County","POLYGON((-81.571899 33.652919,-81.571899 34.197587,-80.924603 34.197587,-80.924603 33.652919,-81.571899 33.652919))","33.652919,-81.571899","34.197587,-81.571899","34.197587,-80.924603","33.652919,-80.924603","33.652919,-81.571899","34.197587","33.652919","-80.924603","-81.571899"
"45","065","01248012","45065","McCormick","McCormick County","POLYGON((-82.594631 33.589925,-82.594631 34.081223,-82.04513 34.081223,-82.04513 33.589925,-82.594631 33.589925))","33.589925,-82.594631","34.081223,-82.594631","34.081223,-82.04513","33.589925,-82.04513","33.589925,-82.594631","34.081223","33.589925","-82.04513","-82.594631"
"45","067","01248010","45067","Marion","Marion County","POLYGON((-79.57188 33.694235,-79.57188 34.300572,-79.126457 34.300572,-79.126457 33.694235,-79.57188 33.694235))","33.694235,-79.57188","34.300572,-79.57188","34.300572,-79.126457","33.694235,-79.126457","33.694235,-79.57188","34.300572","33.694235","-79.126457","-79.57188"
"45","069","01248011","45069","Marlboro","Marlboro County","POLYGON((-79.934621 34.297994,-79.934621 34.806555,-79.450034 34.806555,-79.450034 34.297994,-79.934621 34.297994))","34.297994,-79.934621","34.806555,-79.934621","34.806555,-79.450034","34.297994,-79.450034","34.297994,-79.934621","34.806555","34.297994","-79.450034","-79.934621"
"45","071","01248013","45071","Newberry","Newberry County","POLYGON((-81.945019 34.070839,-81.945019 34.533652,-81.316911 34.533652,-81.316911 34.070839,-81.945019 34.070839))","34.070839,-81.945019","34.533652,-81.945019","34.533652,-81.316911","34.070839,-81.316911","34.070839,-81.945019","34.533652","34.070839","-81.316911","-81.945019"
"45","073","01244832","45073","Oconee","Oconee County","POLYGON((-83.353928 34.472204,-83.353928 35.056021,-82.822714 35.056021,-82.822714 34.472204,-83.353928 34.472204))","34.472204,-83.353928","35.056021,-83.353928","35.056021,-82.822714","34.472204,-82.822714","34.472204,-83.353928","35.056021","34.472204","-82.822714","-83.353928"
"45","075","01248014","45075","Orangeburg","Orangeburg County","POLYGON((-81.373494 33.176907,-81.373494 33.707131,-80.221479 33.707131,-80.221479 33.176907,-81.373494 33.176907))","33.176907,-81.373494","33.707131,-81.373494","33.707131,-80.221479","33.176907,-80.221479","33.176907,-81.373494","33.707131","33.176907","-80.221479","-81.373494"
"45","077","01248015","45077","Pickens","Pickens County","POLYGON((-82.943604 34.609045,-82.943604 35.0857,-82.476455 35.0857,-82.476455 34.609045,-82.943604 34.609045))","34.609045,-82.943604","35.0857,-82.943604","35.0857,-82.476455","34.609045,-82.476455","34.609045,-82.943604","35.0857","34.609045","-82.476455","-82.943604"
"45","079","01249299","45079","Richland","Richland County","POLYGON((-81.345328 33.743237,-81.345328 34.26876,-80.596205 34.26876,-80.596205 33.743237,-81.345328 33.743237))","33.743237,-81.345328","34.26876,-81.345328","34.26876,-80.596205","33.743237,-80.596205","33.743237,-81.345328","34.26876","33.743237","-80.596205","-81.345328"
"45","081","01248016","45081","Saluda","Saluda County","POLYGON((-82.010272 33.81451,-82.010272 34.187645,-81.471972 34.187645,-81.471972 33.81451,-82.010272 33.81451))","33.81451,-82.010272","34.187645,-82.010272","34.187645,-81.471972","33.81451,-81.471972","33.81451,-82.010272","34.187645","33.81451","-81.471972","-82.010272"
"45","083","01248592","45083","Spartanburg","Spartanburg County","POLYGON((-82.226573 34.580175,-82.226573 35.196044,-81.711566 35.196044,-81.711566 34.580175,-82.226573 34.580175))","34.580175,-82.226573","35.196044,-82.226573","35.196044,-81.711566","34.580175,-81.711566","34.580175,-82.226573","35.196044","34.580175","-81.711566","-82.226573"
"45","085","01244717","45085","Sumter","Sumter County","POLYGON((-80.646714 33.643911,-80.646714 34.168696,-79.893377 34.168696,-79.893377 33.643911,-80.646714 33.643911))","33.643911,-80.646714","34.168696,-80.646714","34.168696,-79.893377","33.643911,-79.893377","33.643911,-80.646714","34.168696","33.643911","-79.893377","-80.646714"
"45","087","01248017","45087","Union","Union County","POLYGON((-81.854002 34.445027,-81.854002 34.913027,-81.415894 34.913027,-81.415894 34.445027,-81.854002 34.445027))","34.445027,-81.854002","34.913027,-81.854002","34.913027,-81.415894","34.445027,-81.415894","34.445027,-81.854002","34.913027","34.445027","-81.415894","-81.854002"
"45","089","01248018","45089","Williamsburg","Williamsburg County","POLYGON((-80.101697 33.304944,-80.101697 33.891738,-79.317041 33.891738,-79.317041 33.304944,-80.101697 33.304944))","33.304944,-80.101697","33.891738,-80.101697","33.891738,-79.317041","33.304944,-79.317041","33.304944,-80.101697","33.891738","33.304944","-79.317041","-80.101697"
"45","091","01248019","45091","York","York County","POLYGON((-81.492385 34.820332,-81.492385 35.164891,-80.865039 35.164891,-80.865039 34.820332,-81.492385 34.820332))","34.820332,-81.492385","35.164891,-81.492385","35.164891,-80.865039","34.820332,-80.865039","34.820332,-81.492385","35.164891","34.820332","-80.865039","-81.492385"
"46","003","01266983","46003","Aurora","Aurora County","POLYGON((-98.807771 43.498471,-98.807771 43.937708,-98.320595 43.937708,-98.320595 43.498471,-98.807771 43.498471))","43.498471,-98.807771","43.937708,-98.807771","43.937708,-98.320595","43.498471,-98.320595","43.498471,-98.807771","43.937708","43.498471","-98.320595","-98.807771"
"46","005","01266986","46005","Beadle","Beadle County","POLYGON((-98.705762 44.194607,-98.705762 44.634159,-97.853028 44.634159,-97.853028 44.194607,-98.705762 44.194607))","44.194607,-98.705762","44.634159,-98.705762","44.634159,-97.853028","44.194607,-97.853028","44.194607,-98.705762","44.634159","44.194607","-97.853028","-98.705762"
"46","007","01265812","46007","Bennett","Bennett County","POLYGON((-102.110819 42.996255,-102.110819 43.390173,-101.227749 43.390173,-101.227749 42.996255,-102.110819 42.996255))","42.996255,-102.110819","43.390173,-102.110819","43.390173,-101.227749","42.996255,-101.227749","42.996255,-102.110819","43.390173","42.996255","-101.227749","-102.110819"
"46","009","01266997","46009","Bon Homme","Bon Homme County","POLYGON((-98.162954 42.762219,-98.162954 43.169633,-97.634783 43.169633,-97.634783 42.762219,-98.162954 42.762219))","42.762219,-98.162954","43.169633,-98.162954","43.169633,-97.634783","42.762219,-97.634783","42.762219,-98.162954","43.169633","42.762219","-97.634783","-98.162954"
"46","011","01265779","46011","Brookings","Brookings County","POLYGON((-97.129671 44.195426,-97.129671 44.543883,-96.451466 44.543883,-96.451466 44.195426,-97.129671 44.195426))","44.195426,-97.129671","44.543883,-97.129671","44.543883,-96.451466","44.195426,-96.451466","44.195426,-97.129671","44.543883","44.195426","-96.451466","-97.129671"
"46","013","01265785","46013","Brown","Brown County","POLYGON((-98.725377 45.240354,-98.725377 45.938731,-97.978632 45.938731,-97.978632 45.240354,-98.725377 45.240354))","45.240354,-98.725377","45.938731,-98.725377","45.938731,-97.978632","45.240354,-97.978632","45.240354,-98.725377","45.938731","45.240354","-97.978632","-98.725377"
"46","015","01265768","46015","Brule","Brule County","POLYGON((-99.469222 43.499187,-99.469222 43.935223,-98.794298 43.935223,-98.794298 43.499187,-99.469222 43.499187))","43.499187,-99.469222","43.935223,-99.469222","43.935223,-98.794298","43.499187,-98.794298","43.499187,-99.469222","43.935223","43.499187","-98.794298","-99.469222"
"46","017","01265767","46017","Buffalo","Buffalo County","POLYGON((-99.576571 43.933124,-99.576571 44.196786,-98.925953 44.196786,-98.925953 43.933124,-99.576571 43.933124))","43.933124,-99.576571","44.196786,-99.576571","44.196786,-98.925953","43.933124,-98.925953","43.933124,-99.576571","44.196786","43.933124","-98.925953","-99.576571"
"46","019","01265793","46019","Butte","Butte County","POLYGON((-104.057739 44.570955,-104.057739 45.2134,-102.957103 45.2134,-102.957103 44.570955,-104.057739 44.570955))","44.570955,-104.057739","45.2134,-104.057739","45.2134,-102.957103","44.570955,-102.957103","44.570955,-104.057739","45.2134","44.570955","-102.957103","-104.057739"
